Identification,OnSaleIndicator,Name,PCAMarketingState.LastMarketedDate,PCAMarketingState.MarketingState,PCAMarketingState.Identification,PCAMarketingState.FirstMarketedDate,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,PCAMarketingState.FeaturesAndBenefits.MobileWallet.Notes.0,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,PCAMarketingState.FeaturesAndBenefits.Card.Type,PCAMarketingState.FeaturesAndBenefits.Card.Scheme,PCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,PCAMarketingState.Eligibility.CreditCheck.ScoringType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyType,PCAMarketingState.Eligibility.ResidencyEligibility.ResidencyIncluded.0,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Description,PCAMarketingState.Eligibility.ResidencyEligibility.OtherResidencyType.Name,PCAMarketingState.Eligibility.ResidencyEligibility.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,PCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,PCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeRate,PCAMarketingState.CoreProduct.ProductDescription,PCAMarketingState.CoreProduct.ProductURL,PCAMarketingState.CoreProduct.TcsAndCsURL,PCAMarketingState.CoreProduct.MonthlyMaximumCharge,PCAMarketingState.CoreProduct.ServicingAccessChannels.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.1,PCAMarketingState.CoreProduct.ServicingAccessChannels.2,PCAMarketingState.CoreProduct.ServicingAccessChannels.3,PCAMarketingState.CoreProduct.ServicingAccessChannels.4,PCAMarketingState.CoreProduct.ServicingAccessChannels.5,PCAMarketingState.CoreProduct.ServicingAccessChannels.6,PCAMarketingState.CoreProduct.SalesAccessChannels.0,PCAMarketingState.CoreProduct.SalesAccessChannels.1,Segment.0,PCAMarketingState.Eligibility.OtherEligibility.Type,PCAMarketingState.Eligibility.OtherEligibility.Textual,PCAMarketingState.Eligibility.OtherEligibility.Indicator,PCAMarketingState.Eligibility.OtherEligibility.Name,PCAMarketingState.Eligibility.OtherEligibility.Notes.0,PCAMarketingState.CoreProduct.ServicingAccessChannels.7,PCAMarketingState.CoreProduct.SalesAccessChannels.2,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Description,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.FeatureBenefitEligibility.OtherType.Name,PCAMarketingState.Eligibility.OtherEligibility.Amount,PCAMarketingState.Eligibility.OtherEligibility.Period,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Description,PCAMarketingState.Eligibility.OtherEligibility.OtherType.Name,PCAMarketingState.Eligibility.AgeEligibility.MinimumAge,PCAMarketingState.Eligibility.AgeEligibility.Notes.0,PCAMarketingState.CoreProduct.SalesAccessChannels.3,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.Name,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Type,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Textual,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Identification,PCAMarketingState.FeaturesAndBenefits.FeatureBenefitGroup.FeatureBenefitItem.Name,PCAMarketingState.Notes.0,PCAMarketingState.Notes.1,PCAMarketingState.PredecessorID,PCAMarketingState.StateTenurePeriod,PCAMarketingState.StateTenureLength,PCAMarketingState.CreditInterest.TierBandSet.Destination,PCAMarketingState.CreditInterest.TierBandSet.TierBandMethod,PCAMarketingState.CreditInterest.TierBandSet.TierBand.TierValueMinimum,PCAMarketingState.CreditInterest.TierBandSet.TierBand.FixedVariableInterestRateType,PCAMarketingState.CreditInterest.TierBandSet.TierBand.ApplicationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.CalculationFrequency,PCAMarketingState.CreditInterest.TierBandSet.TierBand.AER
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"Monthly","ServiceCAccountFeeMonthly","StatementMonthly","Servicing","10","Fee - Account","Monthly Acct Fee changed from £12 to £10 1st Oct 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayTransNonSterling","PerTransaction","Transaction",,"Fee - Non-sterling transaction","2.75% Non-Sterling Transaction Fee on foreign currency withdrawal (UK cash machines), and \ncash withdrawals or buying currency/travellers cheques outside the UK. Also applies to payments made in a foreign currency inside or outside the UK. Customers with Black, Reward Black, Reward Platinum and Reward Silver debit cards will not be charged this fee on point of sale transactions.","2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerItem","ReportStatementCopy1","PerItem","Report","3","Charge - Duplicate statement","Copy statements £3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerItem","DraftsBankers","PerItem","BankersDrafts","20","Fee - Bankers draft issuance","UK Bankers Draft £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","CHAPSOutInterBranch","PerTransaction","PaymentScheme","21","Fee - CHAPS (between RBS branches)","CHAPS payment (within NatWest) £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","CHAPSOutInterBank","PerTransaction","PaymentScheme","23","Fee - CHAPS (between Banks)","CHAPS payment (to another bank) £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerItem","ReportReference","PerItem","Report","10","Fee","Banker’s Reference £10 each request",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ServiceCOther","PerTransaction","Cheque",,"Fee","Sterling Travellers cheques 1% of value (min £3, max £50)","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","22","Charge - Payment delivery","Standard International Payment: Outwards Non-Euro Payment made via Branch, Post/Fax, Telephone £22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","30","Charge - Payment delivery","Urgent International Payment: Outward non-Euro Payment made via Branch, Post/Fax, Telephone £30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","8.50","Charge - Payment delivery","International Payment Outward Payment Agents’ Charges £8.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","12.50","Charge - Payment delivery","International Payment: Outward Payment Agents Charge £12.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Euro Payment made via Branch, Post/Fax, Telephony £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","8","Charge","Foreign Drafts - Up to and including £100: £8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ForeignChqDraft","PerTransaction","International","20","Charge","Foreign Drafts - Over £100: £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","1","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Up to and including £100: £1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","7","Charge - Payment delivery","International Payments - Inwards Non-Euro Payments Over £100: £7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","5","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Up to and including £100 - £5\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","10","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £100.01 to £5,000 - £10\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","30","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: £5,000.01 to £20,000 - £30(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","ChqForeign","PerTransaction","Cheque","60","Charge - Cheques Paid In - Branches","Foreign Cheques paid in: Above £20,000 - £60\n(Payments by Negotiation or Collection)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","23","Charge - Payment delivery","Urgent International Payment: Outwards Euro Payment made via Branch, Post/Fax, Telephone £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Payment in any currency made via Mobile Banking/Online Banking £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","15","Charge - Payment delivery","Urgent International Payment: Outward Payment in any currency made via Online Banking/Mobile Banking £15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular",,,,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,"PerTransaction","IntlPayFXPaymentIn","PerTransaction","International","0","Charge - Payment delivery","International Payment - Inwards Euro Payment of any Value: £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QC",true,"Reward Silver","2099-12-31","Regular","1","2015-10-12",,,,,,,,,,,,,,"Hard","Other","GB","Owner","Owner","To access the benefits of this account you must be resident in the UK",,,,,,,,,,,,"With this bank account you can get insurance cover for travel and your mobile phone. \n\nEvery month you can earn £4 back in Rewards if you pay 2 or more Direct Debits from your Reward Silver account (2 of those Direct Debits need to be at least £2 each) and an additional £1 every calendar month you login to our mobile banking app. You can also earn at least 1% back on what you spend when you use your NW/RBS Visa debit card at one of our partner retailers.\n\nPlus you can get all the time saving features of our Select everyday bank account, such as 24/7 Online Banking and our easy-to-use Mobile Banking app.","https://beta.natwest.com/personal/current-accounts/reward_silver_account.html","http://personal.natwest.com/personal/current-accounts/terms-and-conditions.html","19.40","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","Text","Branch","Online",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,"ApplePay","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,"MobileBankingApp","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,"Other","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,"PayM","Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"Other","106494","CardScheme",,,,"MasterCard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"Cashback","106499","Cashback",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106500","OverdraftAvailable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106501","PackagedAccountBenefits",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106487","RegularFee",,,,"None",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106502","SetOffArrangement",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"Rewards","106503","Rewards",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106504","ChequeBookAvailable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106505","CreditInterestRatePayable",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"Other","106488","Currency",,,,"GBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountOpeningOrSwitching Incentive","106506","CurrentAccountSwitchService",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106507","DebitCard",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106508","DirectDebits",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106489","ElectronicPayments",,,,"BACS; Faster Payments; Domestic Payments; International Payments; CHAPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106509","InstantAccess",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106490","JointAccountAvailability",,,,"Sole and Joint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"Other","106491","NegotiableTariffOptions",,,,"N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106492","PaymentClearingSystemSupported",,,,"BACS; CHAPS; International systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106510","QuickDepositsServiceAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106511","StandingOrderAvailability",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106512","TextAlerts",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106513","TransfersAllowed",,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106514","DigitalServices",,,,"Online Banking, Moblie App, Apple Pay, Pay M, Android Pay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,"AccountManagement","106515","AutoTransfers",,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account",,,,,,,,,,,,,,,"DebitCard","MasterCard",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,"Minimum","3","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,"Maximum","50","ServiceCOther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayTransNonSterling","PerTransaction","Transaction",,"Fee - Non-sterling transaction","2.75% Non-Sterling Transaction Fee on foreign currency withdrawal (UK cash machines), and \ncash withdrawals or buying currency/travellers cheques outside the UK. Also applies to payments made in a foreign currency inside or outside the UK. Customers with Black, Reward Black, Reward Platinum and Reward Silver debit cards will not be charged this fee on point of sale transactions.","2.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerItem","ReportStatementCopy1","PerItem","Report","3","Charge - Duplicate statement","Copy statements £3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerItem","DraftsBankers","PerItem","BankersDrafts","20","Fee - Bankers draft issuance","UK Bankers Draft £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","CHAPSOutInterBranch","PerTransaction","PaymentScheme","21","Fee - CHAPS (between RBS branches)","CHAPS payment (within NatWest) £20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","CHAPSOutInterBank","PerTransaction","PaymentScheme","23","Fee - CHAPS (between Banks)","CHAPS payment (to another bank) £23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerItem","ReportReference","PerItem","Report","10","Fee","Banker’s Reference £10 each request",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","ServiceCOther","PerTransaction","Cheque",,"Fee","Sterling Travellers cheques 1% of value (min £3, max £50)","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","22","Charge - Payment delivery","Standard International Payment: Outwards Non-Euro Payment made via Branch, Post/Fax, Telephone £22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","30","Charge - Payment delivery","Urgent International Payment: Outward non-Euro Payment made via Branch, Post/Fax, Telephone £30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","8.50","Charge - Payment delivery","International Payment Outward Payment Agents’ Charges £8.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","12.50","Charge - Payment delivery","International Payment: Outward Payment Agents Charge £12.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZG",false,"Basic Account","2015-11-27","Regular",,,,,,,,,,,,,,,,,,,,,,,,,"PerTransaction","IntlPayFXPaymentOut","PerTransaction","International","0","Charge - Payment delivery","Standard International Payment: Outward Euro Payment made via Branch, Post/Fax, Telephony £0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
